id,keyword,location,text,target
1580,bombing,"Meanwhile, Scotland",retweet :backhand_index_pointing_down: fix problem deal root problem marine le pen macron tell u fighting terr…,0
1581,bombing,"Essendon, Melbourne, Australia",keep wondering would bushfires severe unputoutable wed water bombing aircraft…,0
1582,bombing,,nasrallah america built isi destroy country culture history future every isi bombing again…,0
1583,bombing,,continues publicly ingratiate country directly responsible killing starving yemeni i…,0
1584,bombing,France,retweet :backhand_index_pointing_down: fix problem deal root problem marine le pen macron tell u fight…,0
1585,bombing,miami,republican primary voter nationally say support bombing agrabah agrabah country aladdin nottheoni…,0
1586,bombing,,iran real villain wasn’t saudi arabia found responsible massacre yemen an…,0
1587,bombing,,actually boris iranian people sick tired bloodthirsty corrupt evil g…,0
1588,bombing,"Blagnac, France",‘unleashed’ uk economy brexit uk production manufacturing dropping like wwii…,0
1589,bombing,倭国のド田舎  むぎわら一見とくまモンが居る所,syrian made homeless war living tent die bombing,0
1590,bombing,,american people donotconsent daily bombing atmosphere blocking sun sending much toxic rai…,0
1591,bombing,Worldwide,trump promised commit war crime bombing cu…,0
1592,bombing,Around the world,yemen articlevideo april u backed saudi coalition bombing starving civilian yemen f…,0
1593,bombing,,really u planned war syria course putin amp assad…,0
1594,bombing,"Limousin Area, France",‘unleashed’ uk economy brexit uk production manufacturing dropping like wwii…,0
1595,bombing,"Ngarabal land, Australia",im expert anna seems mightve better chance w water bombing aircraft a…,0
1596,bombing,,wait saudi killed american american soil focused bombing iran’s leader,0
1597,bombing,,flashback olympic park bombing richard jewell “the fbi set up” fbi medium launched attack calculated p…,0
1598,bombing,,yemen articlevideo april u backed saudi coalition bombing starving civilian yemen force t…,1
1599,bombing,,dead silly performative funeral victim u bombing passenger jet shot board…,0
1600,bombing,,bombing drive awesomebombing drive wood much driver shaft thats sst pured youll hit it…,0
1601,bombing,Belgrade,libyan national army commander khalifa haftar left moscow without signing ceasefire lavr…,0
1602,bombing,,bombing affected family sure emergency world leader meeting government united nation,0
1603,bombing,,government need something killing bombing around world,0
1604,bombing,,sweden’s bombing wave continues explosion stockholm uppsala,1
1605,bombing,Australia,last night sweden :Sweden: bombing massive explosion stockholm caused extensive damage apartm…,1
1606,bombing,,area active shooter bombing kind terror receiving news family memb…,1
1607,bombing,,bombing mean loss forsee loss chapaak pls calculate tell monday,0
1608,bombing,UK,recently interviewed porous border podcast experimental music talked upcoming project jogja v lo…,0
1609,bombing,Proud Northumbrian.,first day leadership justin trudeau blamed boston marathon bombing “social exclusion” was…,0
1610,bombing,honeymoon avé.,bombing happening,0
1611,bombing,Some glacier called Maine,area active shooter bombing kind terror receiving news fami…,0
1612,bombing,"Bangkok, Thailand",january wib first bomb blasted starbucks outlet area’s cakrawala building,0
1613,bombing,Bigfoots Bluff,image disturb bombing planned picture left an…,0
1614,bombing,,winter gaza special character many poor people gaza living home partially destroyed…,0
1615,bombing,"Dallas, TX",agree chief justice robert appears try distance ever know go…,0
1616,bombing,"Baltimore, MD",terrorist meeting others bombing base sh…,0
1617,bombing,Australia,brainless report today u invader occupier iraq whining pple bombing killin…,1
1618,bombing,Afghanistan,picture fall taliban destroyed bombing regime afg b…,0
1619,bombing,,please tell american bombing tehran one ever heard,0
1620,bombing,United States of Africa,yemen articlevideo april u backed saudi coalition bombing starving civilian yemen…,1
1621,bombing,,history teacher england used ask account class whenever ira bombing t…,0
1622,bombing,abuja,someone started sponsoring bh like notbut sitting president would raze part o…,0
1623,bombing,,revert back previous argument mass shooti…,0
1624,bombing,USA,comic open mic didn’t move said “excuse me” three time coincidentally bombing,0
1625,bombing,"Jakarta, Indonesia",january wib first bomb blasted starbucks outlet area’s cakrawala building,0
1626,bombing,"Houston, TX",think bombing assassinating people freedom,0
1627,bombing,"Belfast, North of Ireland ",acussing sinn fein bombing england amp robbing northern bank maybe s…,0
1628,bombing,,isn’t strange coincidence people support…,0
1629,bombing,"Muzaffarnagar, Uttar Pradesh",pt opposition photojournalist seen reacting rashideen bombing l rescuing injured child r fr…,0
1630,bombing,"Australia-wide city, rural",ah think heavier water bombing onslaught would saved kangaroo island,0
1631,bombing,بيروت,bus ambulance refugee mostly child woman leaving fou’ah kafriya twoyear besiegeme…,0
1632,bombing,,nomination man spoke passionately bombing syria telling politics starmer rayner,0
1633,bombing,,un soldier experience nato style bombing run freak fuck,0
1634,bombing,,ah think heavier water bombing onslaught would saved kangaroo island,0
1635,bombing,Australia,second brother oibada killed assad bombing daraa city ther mother alone without he…,0
1636,bombing,Near Taylor Swift’s Residence,soviet scared japanese atomic bomb “there would destruction whether on…,0
1637,bombing,Australia,resilience adaption like adapted met fire chief like ok…,0
1638,bombing,,american politician speak foreign policy hostility mostly genuine peace overture dubious…,0
1639,bombing,"Brunswick, Melbourne",gonna pick juanita favourite track :open_hands: barbara barbar…,0
1640,bombing,,davindersingh story whackiest long time shake foundation much country ide…,0
1641,bombing,,u iran amp pernicious proxy wars⁩why talking le possible bombing talkitout see…,0
1642,bombing,Other Side Of Whatever This Wa,wondering timeline group lesbian violently s…,0
1643,bombing,India,bjp came power bombing aap chronology samjho buddhu firse congress power me…,0
1644,bombing,mumbai,davindersingh story whackiest long time shake foundation much country…,0
1645,bombing,Calgary,right trying trick follower believing left opposition iran invasion based suppo…,0
1646,bombing,"Cape Town, South Africa",ke sure ne dira makgakga even photobombing u,0
1647,bridge%20collapse,,london bridge falling need panic finance minister controlling collapse remotely no…,0
1648,bridge%20collapse,Chicago-Los Angeles-New York,collapse route coamo puerto rico hanging bridge,0
1649,bridge%20collapse,pattaya,fourth roadbridge collapse span week saying,1
1650,bridge%20collapse,,fourth roadbridge collapse span week saying,1
1651,bridge%20collapse,USA,sorry whole system need reset there’s way much corruption across board trump a…,0
1652,bridge%20collapse,,london bridge falling need panic finance minister controlling collapse remotely w…,0
1653,bridge%20collapse,,maharashtra bambhori jalgaon dist bridge river girna n…,0
1654,bridge%20collapse,"Portland, OR",major fail driver washington caused section bridge collapse year ago just…,0
1655,bridge%20collapse,Connecticut,factually correct last toll ct mianus river bridge collapse,0
1656,bridge%20collapse,"Connecticut, USA",pointing mianus bridge collapse support toll despicable nonsensical toll yet brid…,0
1657,bridge%20collapse,GL15 6SA,temporary path closure brockweir bigsweir bridge riverside route due work riverside bank collapse please…,0
1658,bridge%20collapse,Wyre Forest UK,err what’s bridge made cus’ didn’t hear material mentioned bridge without subs…,0
1659,bridge%20collapse,"Connecticut, USA",pointing mianus bridge collapse support toll despicable nonsensical toll yet t…,0
1660,bridge%20collapse,,hurricane harvey silsbee tx flooded hwy day bridge collapse,0
1661,bridge%20collapse,,still remember bjp disowning comment mumbai foot overbridge collapse…,0
1662,bridge%20collapse,,dont forget friend crisis india r always come help bridge collapse floods…,0
1663,bridge%20collapse,,terriosts war riotschild stuck bore well bridge collapse disaster management call ar…,0
1664,bridge%20collapse,,q adrenochrome hide evidence think quick search u pat…,0
1665,bridge%20collapse,JAPAN IS WHERE MY HEART IS,q adrenochrome hide evidence think quick search…,0
1666,bridge%20collapse,,ha ha shitting self thinking bridge going collapse right underneath ther…,0
1667,bridge%20collapse,Edinburgh,yeah load cop stand around monitor half day the…,0
1668,bridge%20collapse,Edinburgh,hgv wrongly using bridge cause collapse diversion great deal longer than…,0
1669,bridge%20collapse,"Toronto, Ontario",hopefully bridge doesnt collapse im crossing,0
1670,bridge%20collapse,Inverleith Edinburgh,hgv wrongly using bridge cause collapse diversion great deal longer…,0
1671,bridge%20collapse,Inverleith Edinburgh,yeah load cop stand around monitor half day fo…,0
1672,bridge%20collapse,Carmel NY,mustve missed bridge collapse connecticut police fire locally funde…,0
1673,bridge%20collapse,,weird morbid driving bridge collapse able to…,0
1674,bridge%20collapse,,collapse route coamo puerto rico hanging bridge,0
1675,bridge%20collapse,,kingsbridge priory bridge collapse couldnt happen deserving people — watching world without end,0
1676,bridge%20collapse,Home.,travel update boris bridge northern ireland scotland closed due high wind high sea it…,0
1677,bridge%20collapse,Castlevania City,cause silver bridge collapse merely herald never know,0
1678,bridge%20collapse,"Beacon Falls, CT",human error poor engineering caused bridge collapse nothing fear mongering…,0
1679,bridge%20collapse,USA,footnote mcculloughs great bridge blew mind late still didnt know bu…,0
1680,bridge%20collapse,,interesting photo mianus river bridge collapse used collapsed the…,0
1681,bridge%20collapse,"The Gwalia, Llandrindod Wells",temporary path closure brockweir bigsweir bridge riverside route due work riverside bank collapse pl…,0
1682,buildings%20burning,,agency need back i’m burning building,0
1683,buildings%20burning,,many burning building run save someone,0
1684,buildings%20burning,,hey hotness burning building,0
1685,buildings%20burning,,town nothing much small adobe building flanked side men wome…,0
1686,buildings%20burning,,liberal cult zombie :woman_zombie_selector::zombie::man_zombie_selector:are en masse questioning potus and…,0
1687,buildings%20burning,"Belle Vernon, PA",case say tv station show two picture detroit fire department top brass posing fr…,0
1688,buildings%20burning,,fucking tired i’m going sleep hope wake koneits burning building bye,0
1689,buildings%20burning,"Christchurch, New Zealand",start burning building news outlet full garbage,0
1690,buildings%20burning,,perfect sexy lady hunting burning building,0
1691,buildings%20burning,"Illinois, USA",im sure burning state ground electable position starting burning irs buil…,0
1692,buildings%20burning,,chastise firefighter smiling running burning…,0
1693,buildings%20burning,"Winnipeg, Manitoba",many building burning middle fucking winter isnt normal,0
1694,buildings%20burning,Yes,paragraph slap though like goddamn huge building always burning implacable fire huma…,0
1695,buildings%20burning,,american street burning building point,0
1696,buildings%20burning,USA,i’ve following cory booker long time man literally saved people burning building care,0
1697,buildings%20burning,Northern Virginia,case say tv station show two picture detroit fire department top brass posi…,0
1698,buildings%20burning,Worldwide,please tell happening building burning started fire killed people,0
1699,buildings%20burning,the dirty dirty,could say something like politics aside corey booker stand human bein…,0
1700,buildings%20burning,Almost Heaven West Virginia,run burning building dipshit help u job lol,0
1701,buildings%20burning,"Sarasota, FL",lazy people run burning building save people,0
1702,buildings%20burning,humanity? who knows.,told burning building nice,0
1703,buildings%20burning,,australia burning worst yet come people dead million animal dead koala dead mi…,1
1704,buildings%20burning,,winthrop need invest normal heating air unit old building bc uncontrollable setting g…,0
1705,buildings%20burning,,keep burning fossil fuel become worse may even rip apart high rise building world leader w…,0
1706,buildings%20burning,Conchologia,knowthese burning building annual occurrence ruling arson jus…,0
1707,buildings%20burning,USA,yeah thats def cool unless indiana kidding im little sensitive hometown t…,0
1708,buildings%20burning,"Whiterun, Skyrim",destruction magic fine dont go burning building,0
1709,buildings%20burning,Southern OBX,jfc racist comment guess lazy mayor rush burning building save people may t…,0
1710,buildings%20burning,Worcester,equipped go inside burning building youre experience home fire youve escaped nev…,0
1711,buildings%20burning,"Texas, USA",mean it’s better cop said many people would jump the…,0
1712,buildings%20burning,"Calgary, Alberta",flirted danger younger amp stupid thing yet fate spared grew amp fought country dodgi…,0
1713,buildings%20burning,"South of Boston, MA",guy ran ragged helping constituent new jersey hurricane sandy t…,0
1714,buildings%20burning,UK,mean there directness though like townhall whatevertown alabama built slave…,0
1715,buildings%20burning,,idea many kind bombing burning building mullah ira…,0
1716,buildings%20burning,,person cory save people burning building shovel snow constit…,0
1717,buildings%20burning,,maybe ban wouldn’t necessary muslim stopped flying plane building detonating car bomb shooting up…,0
1718,buildings%20burning,,burning building today hmu wanna join,0
1719,buildings%20burning,"Illinois, USA",kid aren’t hungry save stranger burning building :man_shrugging_selector::winking_face_with_tongue:,0
1720,buildings%20burning,Dirty-DTX,like dont agree cory booker lot thing seems like fundamental good person he fucking sa…,0
1721,buildings%20burning,"Wisconsin, USA",dad volunteer fire chief thousand dollar training an…,0
1722,buildings%20burning,,idea many kind bombing burning building mullah iran middle east,0
1723,buildings%20burning,,cory booker run burning building save people you’re telephone tough guy can’t work umbrella,0
1724,buildings%20burning,"Barnegat, NJ",i’m sure whoever next democratic president appoint position le…,0
1725,buildings%20burning,Canada,cant force another person suspend right life sake anothe…,0
1726,buildings%20burning,USA,burning question people actually believe two hijacked plane went building,0
1727,buildings%20burning,All Over,booker even netflix going run senate campaign booker became superman literally…,0
1728,buildings%20burning,Maryland,video drone footage capture massive bound brook fire gt courtesy rh,1
1729,buildings%20burning,"Florida, USA",favorite shot schofield silhouette burning building seemingly blinding audience th…,0
1730,buildings%20burning,"Boise, ID",least cory booker time save old lady burning building also shovel sidewalk he’s,0
1731,buildings%20burning,USA,it’s sad see vegan saving people burning building hero ’s campaign end strong voi…,0
1732,buildings%20burning,USA,cory booker ended presidential campaign order go back rescuing puppy people burning bui…,0
1733,buildings%20burning,,flirted danger younger amp stupid thing yet fate spared grew amp fought country…,0
1734,buildings%20burning,,winthrop need invest normal heating air unit old building bc uncontrollable setting j…,0
1735,buildings%20burning,,errrr yeah watching yo…,0
1736,buildings%20burning,,nia agent look around devastation describe see burning chunk diamond lie everywhere bui…,0
1737,buildings%20burning,,burning horde building,0
1738,buildings%20burning,"Mpumalanga, South Africa",let hope people dont burn due ingorance that…,0
1739,buildings%20burning,Glasgow,still managed croak podcast episode yesterday one operation ryan soviet we…,0
1740,buildings%20burning,Coggeshall,fuelburning equipment used building semienclosed space without adequate ventilation overexposure…,0
1741,buildings%20burning,Now England but from Scotland.,well maybe burning building particularly staff definitely burn tax code,0
1742,buildings%20burning,PlanetJCG,boundbrookfire firefighter several different department came together prevent even building burn…,1
1743,buildings%20burning,RDS.1.5.400.FBE25538F29FEDD.AI,im sure burning state ground electable position starting burning few…,0
1744,buildings%20burning,USA,massive fire burning apartment building construction neighboring building new jersey,1
1745,buildings%20burning,NJ,boundbrookfire firefighter several different department came together prevent even building from…,1
1746,buildings%20burning,,stupid poll would call help arrived average person isnt qualifi…,0
1747,buildings%20burning,,unsportsmanlike behaviour theologian go back dark age start…,0
1748,buildings%20burning,,cant pay people say fire cant pay people run burning building calling i…,0
1749,buildings%20burning,Sydney NSW Australia,back burning mainly protect residential building lucky enough get wind change…,0
1750,buildings%20on%20fire,,fire panel say pull station pulled one building pull station look fine weird fire for…,0
1751,buildings%20on%20fire,earth,said like hell went pear shaped new year’s eve isolated eight days” …,0
1752,buildings%20on%20fire,"New Orleans, LA",wait discovered russian light fire jump building snow fun,0
1753,buildings%20on%20fire,OnFreedomRoad.com,falseflag v cal fire attack america say like question must asked…,0
1754,buildings%20on%20fire,NJ NYC Philly AC Central NJ,demolition begun burned building boundbrook slow process investigation howwhere started…,1
1755,buildings%20on%20fire,"Perth, Western Australia",catastrophic event – grenfell tower neo reinforce need ensure building built…,0
1756,buildings%20on%20fire,,upcoming seminar wednesday january welcome new year talk fire heritage bui…,0
1757,buildings%20on%20fire,"Queens Park, London.",point housing professional need keep johnson foot fire…,0
1758,buildings%20on%20fire,India,sad news coming bhainsa nirmal district telangana peaceful stone pelter mob selectively targeted h…,1
1759,buildings%20on%20fire,,that’s epic fail too:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: win …,0
1760,buildings%20on%20fire,,building ‘set’ fire glasgow last year it’s doesn’t sit right the…,1
1761,buildings%20on%20fire,"Toronto, ON, Canada",fire ravaged notredame cathedral paris april whole world shock heritage i…,1
1762,buildings%20on%20fire,OnFreedomRoad.com,operationmockingbird v cal fire attack america say like question mus…,0
1763,buildings%20on%20fire,"Illinois, USA",date city council landmarked groesbeck house w washington blvd built designed o…,0
1764,buildings%20on%20fire,"Keith,Moray",haha love glasgow building go fire seems wrong empty buil…,0
1765,buildings%20on%20fire,Usually NJ. sometimes LI/NY!,demolition begun burned building boundbrook slow process investigation howwhere st…,1
1766,buildings%20on%20fire,"Mount Pleasant, SC",afternoon fire alarm sounded building facility manager found fair linen frontal on…,1
1767,buildings%20on%20fire,,glasgow still setting unused building fire :face_with_tears_of_joy:,1
1768,buildings%20on%20fire,"Bridgewater, NJ",update massive fire main street bound brook sunday night,1
1769,buildings%20on%20fire,Canberra,bushfire lesson available act ahead royal commission expert say ensuring town multiple access road build…,0
1770,buildings%20on%20fire,"Dallas, TX",time prepare future show invest multifamily apartment building order t…,0
1771,buildings%20on%20fire,Australia,bushfire lesson available act ahead royal commission expert say ensuring town multiple access roa…,0
1772,buildings%20on%20fire,UK,nod nowell parr architect library fire station many fine building name t…,0
1773,buildings%20on%20fire,,depends local fire code determines steep they’ll allow stand newer building,1
1774,buildings%20on%20fire,Northern California USA,fire boundbrook newjersey sun massive fire start story apt bldg retail under…,1
1775,buildings%20on%20fire,"Pittsburgh, PA",displaced home business owner shut transit system burned adjacent home building nj solutio…,1
1776,buildings%20on%20fire,Unknown,enormous fire sunday engulfed two apartment building construction bound brook new jersey sowing pa…,1
1777,buildings%20on%20fire,"New York, New York",nearly hour fire began crew still scene hosing building keep neighbor har…,1
1778,buildings%20on%20fire,,raging fire bound brook new jersey sunday destroyed several building went seven alarms…,1
1779,buildings%20on%20fire,OnFreedomRoad.com,coup v cal fire attack america say like question must asked about…,0
1780,buildings%20on%20fire,USA,fire building knock power thousand would purposeful attack power grid maybe…,1
1781,buildings%20on%20fire,"Toronto, NYC, London",fire ravaged notredame cathedral paris april whole world shock heritage o…,1
1782,buildings%20on%20fire,,building fire seminole state college stanford campus fire truck including longwood seminolestate,1
1783,buildings%20on%20fire,"Sanford, FL",attention raider seminole county fire department slm campus assessing smoke electrical issue in…,1
1784,buildings%20on%20fire,Central Florida,attention raider seminole county fire department slm campus assessing smoke electrical issu…,1
1785,buildings%20on%20fire,"Washington, DC",displaced home business owner shut transit system burned adjacent home building nj has…,1
1786,buildings%20on%20fire,"Philadelphia, PA",massive fire north jersey consumed least five building forced resident evacuate shut dow…,1
1787,buildings%20on%20fire,New Jersey,following last night sevenalarm fire downtown bound brook citizen face power outage road closure sch…,1
1788,buildings%20on%20fire,imperial stronghold,bomber fly high fighter fly low fighter fire lazers building small shop as…,0
1789,buildings%20on%20fire,"Hyderabad, India",sad news coming bhainsa nirmal district telangana peaceful stone pelter mob selectively targete…,1
1790,buildings%20on%20fire,"Lima, OH",one injured fire floor apartment building n elizabeth st lima,1
1791,buildings%20on%20fire,"Egham, South East",great attend fire safety working group week important work together share the…,0
1792,buildings%20on%20fire,"Sandviken, Sverige",sadly used people barely react people get shot car get…,0
1793,buildings%20on%20fire,OnFreedomRoad.com,thankful v cal fire attack america say like question must asked a…,0
1794,buildings%20on%20fire,,inferno black friday death building much fuel “lit hand man” « jonova,1
1795,buildings%20on%20fire,,update fire crossed street i’m hearing least five building side affected town several bl…,1
1796,buildings%20on%20fire,USA,nearly hour fire began crew still scene hosing building keep neighbor of…,1
1797,buildings%20on%20fire,Newcastle,building fire everyone can’t get stuff passport etc someone’s actually kicking co needs…,0
1798,buildings%20on%20fire,near Detroit,massive fire new jersey leaf thousand without power u medium massive fire engulfed many building bound b…,1
1799,buildings%20on%20fire,USA,massive fire new jersey leaf thousand without power u medium massive fire engulfed many building bou…,1
1800,buildings%20on%20fire,,dec nigerian police invaded barrister ejiofor’s home assassinate escaped force killed some…,1
1801,buildings%20on%20fire,,hoo lessterriblypriced lego fire brigade town hall slipped grasp maaaannnnn price…,0
1802,buildings%20on%20fire,limburgia,even good crime people cant drive set empty building fire,0
1803,buildings%20on%20fire,,inferno black friday death building much fuel “lit hand man” « jonova…,1
1804,buildings%20on%20fire,UK,housing stock include tall building find external wall fire review mean article fr…,0
1805,buildings%20on%20fire,UK,housing stock include tall building find external wall fire review mean a…,0
1806,buildings%20on%20fire,,sunday night nj transit suspended raritan valley line resident told stay away crew b…,1
1807,buildings%20on%20fire,,massive fire somerset county consumed least five building forced resident evacuate suspe…,1
1808,buildings%20on%20fire,UK,it’s funny building people want develop habit mysteriously…,0
1809,buildings%20on%20fire,"Ohio, USA",firefight far fire started apartment complex construction…,1
1810,buildings%20on%20fire,"Illinois, USA",doesn’t matter one person several hundred people anyone start fire on…,0
1811,buildings%20on%20fire,"Glendale, Ca",tfw ur building fire,0
1812,buildings%20on%20fire,OnFreedomRoad.com,gunfreezones v cal fire attack america say like question must ask…,0
1813,buildings%20on%20fire,,fire top floor fbi take computer cell phone copy machi…,0
1814,burned,,government doesnt want citizen could ask p…,0
1815,burned,Tasmania/ACT,bushfires ki ravaged glossyblackcockatoo habitat extent u worried survival sp…,0
1816,burned,Somewhere,ᴏʀᴘʜᴀɴs ᴛʜᴇʏʀᴇ ɴᴏᴛ ᴍɪssᴇᴅ ʙʏ ᴀɴʏʙᴏᴅʏ ☆ august auggie winter number ☆ government created assassin espi…,0
1817,burned,"Vancouver, BC",cant believe student burned fire power,0
1818,burned,Espoo,australiabushfires question forestry expert possibility for…,0
1819,burned,"Limerick, Ireland",thousand church france uk vandalised bur…,1
1820,burned,,instead putting sorta folded pan burned oven everyone’s asleep…,0
1821,burned,,bro said wanted light toast didnt want fucking burned damn,0
1822,burned,Portlaoise,speaking rte earlier fianna fáil leader micheál martin said key reason prepared go governm…,0
1823,burned,"Seattle, WA",whole bio k smear want image burned eye hole,0
1824,burned,,porhub’s watched video week million view teen girl handsfeet shackled mouth…,0
1825,burned,"Paris, FR",tezos network xtz baking endorser roll owner delegators account …,0
1826,burned,,im sorry lost bee forgive reason bee bec…,0
1827,burned,Japan,timelapse :European_Union::satellite: imagery show magnitude australianbushfire crisis term burned areas…,0
1828,burned,,bet dnc wished million bloomberg burned deadend campaign said bloomber…,0
1829,burned,"Bellarine Peninsula, Victoria",geez mike couldn’t get landcruisers bush year ago burned ho…,0
1830,burned,🇰🇼 🇵🇭,burned brother hair :rolling_on_the_floor_laughing:,0
1831,burned,Kingdom of Saudi Arabia,don’t get burned fake camera gear video warns petapixel,0
1832,burned,"Cape Town, South Africa",way pe need burned :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
1833,burned,Ballina nsw australia,despite extensive hazard reduction burning across country past decade arguing bushfires evide…,0
1834,burned,,giving birth second painful thing human experience first burned alive respect woman :folded_hands:…,0
1835,burned,Hindustan,nalanda university complete box history destroyed invader city named nalanda destr…,0
1836,burned,,bet they’ve neutered avoid getting sued back day wham bar infused n…,0
1837,burned,,:police_car_light: australia fire :loudly_crying_face: least people far killed including three volunteer firefighter mor…,1
1838,burned,"Melbourne, Victoria",hello guy know australia fire quite almost animal wiped o…,1
1839,burned,"Brisbane, Queensland",realtimeish nsw burned area finally available current fire season webservice holy shit look i…,0
1840,burned,On the road again,trial ghylaine bouchait underway nanterre outside paris burned death inside apartment fire…,1
1841,burned,,fun school boy running nation australian die half th…,1
1842,burned,,family passenger say iranian regime threatened multiple anonymous call all…,0
1843,burned,towards The Center,sami yusuf fire live concert sami dear ustad really burned stage :fire: smile really…,0
1844,burned,,need flybe fly u cornwall london gentle reminder area good part uk burned australia ov…,0
1845,burned,,burned nicely evenly tho melanin poppin :face_with_tears_of_joy::face_with_tears_of_joy:,0
1846,burned,au,year ago predicted worst fire season would directly observable australia year australia’s…,0
1847,burned,ALP Being Exposed,wow theirabc got speed dial miss one lied qldpol and…,0
1848,burned,UK,try make negative positive situation back hasn’t burned maybe could frame w…,0
1849,burned,Port Harcourt,gap teeth look likenot burned boli torolate teeth:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: come peace:victory_hand::victory_hand: …,0
1850,burned,,lsu national chaempions year saint james bro joel elli teach anything hope…,0
1851,burned,,hello guy know australia fire quite almost animal been…,1
1852,burned,au,australia’s government called bushfire damage wildlife ecological disaster military clearing score dead…,0
1853,burned,den,live fairbanks alaska challenge carbonhater go…,0
1854,burned,"Paris, France",trial ghylaine bouchait underway nanterre outside paris burned death inside apartment in…,1
1855,burned,"Bath, Somerset",need flybe fly u cornwall london gentle reminder area good part uk burned austra…,0
1856,burned,Islamic Republic of Iran,stanley kubrick laughing burneddown set shining,0
1857,burned,,burned token collected second round mrt farewell party lottery see…,0
1858,burned,"Texas, USA",library alexandria may burned content saved check vatican :eyes: world need…,0
1859,burned,Finland,like happened yezidi girl refused sex slave yezidis kidnapped enslaved were…,1
1860,burned,"San Diego, CA",far absolute movie :red_heart_selector: like bootleg like someone brought camcorder theatre th…,0
1861,burned,"Melbourne, Australia",might unreal tournament never played online playing house nearly burned,0
1862,burned,,roommate fun got home work midnight find one burned half house gg life gg,1
1863,burned,Planet Earth,devastating loss due fire simply unfathomable since august million acre — sixth t…,1
1864,burning,she/her,wake jolting like usually would slowly wake lay looking cei…,0
1865,burning,she/her,door slam shut can’t get i’m banging door remember brother home alone…,0
1866,burning,"Kuala Lumpur City, Kuala Lumpu",amazon australia california burning indonesia sinking many people died ice melting ocean cont…,1
1867,burning,,keep fire burning one let fight till end like boy fought till end one itswell…,0
1868,burning,Wide Bay Region QLD,hey steve price here lil tip cop stfu amp stop dissing country leader head amp shoulders…,0
1869,burning,,german government outlaw burning israel’s flag along flag nation response series an…,0
1870,burning,Louth Lincolnshire,message need make sense dont stop burning pretty much fossil carbon civilisation end simple,0
1871,burning,"Nairobi, Kenya",scion burning spear ni mambo bad decided address order speech instead writing,0
1872,burning,,main cause globalheating burning fossilfuels deforestation harming health multiple wa…,0
1873,burning,India,burning gn rao committee report boston consulting group report bhogi fire along trash thu…,0
1874,burning,new pin later,burning sensation nose shes sniffling tear pout continuing whine do…,0
1875,burning,"Brisbane, Queensland",shame country burning shame,0
1876,burning,,iranian people street they’re burning poster billboard soleimani’s f…,1
1877,burning,"Bay Area, CA",oakland battleground housing right there’s movement that’s started people providing material…,0
1878,burning,"Hyderabad, India",dnt hv problm wth smone opposng hv problm wth peopl burning th country t…,0
1879,burning,,need start successful business three simple thing product better anyone cus…,0
1880,burning,,awesome stuff shame there uk date id love see yous there always another…,0
1881,burning,,seems “moon image” white light compared :fire: moses burning bush found olivetree sacred t…,0
1882,burning,,column tuesday telegraph roger scruton kept light philosophy burning dark time owe t…,0
1883,burning,,afzal guru life reduced witchburning spectacle enjoyment india sentenced death satisfy th…,0
1884,burning,"Nairobi, Kenya",scion jomo — aka burning spear — spoken,0
1885,burning,,burning toast toaster loseyoutoloveme bestlyrics iheartawards,0
1886,burning,South Australia,come country burning billion animal dead somehow think it’s still appr…,1
1887,burning,BOM-BLR-GNZ-DEL.,boycotting movie talibani mindset burning theatre maratha pride,0
1888,burning,Nationwide,published new blog entry man pulled burning car meet one hero saved wsfa pinna,0
1889,burning,,lev’s attorney burning love devin nunes time tell people,0
1890,burning,,burning firee alabtopspotonmyx pushawardsatin,0
1891,burning,South Africa,everyone else burning keep chilled blue :sweat_droplets: essential covered style experie…,0
1892,burning,Penultimate page of The Lorax,world watching heating burning please don’t subsidise flybe need flyless and…,0
1893,burning,,input buster wolf always sends direction input input fo…,0
1894,burning,,answer burning question :folded_hands_medium-light_skin_tone:,0
1895,burning,War 666,diskelmä burning dream,0
1896,burning,"San Antonio, TX",lev’s attorney burning love devin nunes time tell people,0
1897,burning,"Winston-Salem, NC",guess refundwarren itrustbernie hashtags started id looking russian troll farm…,0
1898,burning,"Limerick, Ireland",proud day limerick parish seeing record get released album year contender januaryth…,0
1899,burning,Vancouver,time end sycophantic coverage family famous bloodline devote it…,0
1900,burning,"Wandsworth, London",tingling numbness burning sensation foot andor hand peripheralneuropathy common side effect of…,0
1901,burning,Indraprastha,seeing side barbaric cult say god whil…,0
1902,burning,Outback Oz,it’s melting icecap burning forest seem real apocalyptic scenario bu…,0
1903,burning,,burning concerned mother daughter sister who…,0
1904,burning,Alpharetta GA,burning ray grey chow,0
1905,burning,The Web,stress something affect many u ive shared tip stop burning blog h…,0
1906,burning,,buy eternity mind fun flame burning desire im living single one compare tell,0
1907,burning,Watching sakura on Drum Island,oh dont know man he everywhere white house hall miss mullins shes…,0
